category,driver,variable
bio,biomass,C. gelida [#/m**2]
bio,biomass,C. gelida [#]
bio,biomass,C. gelida std dev [±]
bio,biomass,C. gieseckinana gieseckiana [%]
bio,biomass,C. glacialis WMD [m]
bio,biomass,C. glacialis WMD std dev [±]
bio,biomass,C. glacialis [#/m**3]
bio,biomass,C. glacialis [#]
bio,biomass,C. glacialis [%]
bio,biomass,C. glacialis [%] (% females in 0-50 m)
bio,biomass,C. glacialis [%] (% spawning)
bio,biomass,C. glacialis c3 C [mg/m**3] (Average)
bio,biomass,C. glacialis c3 l [mm] (Average)
bio,biomass,C. glacialis c4 C [mg/m**3] (Average)
bio,biomass,C. glacialis c4 l [mm] (Average)
bio,biomass,C. glacialis c5 C [mg/m**3] (Average)
bio,biomass,C. glacialis c5 l [mm] (Average)
bio,biomass,C. glacialis egg d [µm]
bio,biomass,C. glacialis egg vol [µm**3]
bio,biomass,C. glacialis f C [mg/m**3] (Average)
bio,biomass,C. glacialis f l [mm]
bio,biomass,C. glacialis f l [mm] (Average)
bio,biomass,C. glacialis f m [mg] (dry weight)
bio,biomass,C. glacialis m C [mg/m**3] (Average)
bio,biomass,C. glacialis m l [mm] (Average)
bio,biomass,C. glacialis std dev [±] (egg carbon)
bio,biomass,C. glacialis std dev [±] (egg diameter)
bio,biomass,C. glacialis std dev [±] (egg nitrogen)
bio,biomass,C. glacialis std dev [±] (egg volume)
bio,biomass,C. hyalina [#/m**2]
bio,biomass,C. hyalina [g/m**2]
bio,biomass,C. hyperboreus EP/ind [#/#/day]
bio,biomass,C. hyperboreus PP/ind [#/#/day]
bio,biomass,C. hyperboreus [#/m**3]
bio,biomass,C. hyperboreus [%]
bio,biomass,C. hyperboreus c1 C [mg/m**3] (Average)
bio,biomass,C. hyperboreus c1 l [mm] (Average)
bio,biomass,C. hyperboreus c2 C [mg/m**3] (Average)
bio,biomass,C. hyperboreus c2 l [mm] (Average)
bio,biomass,C. hyperboreus c3 C [mg/m**3] (Average)
bio,biomass,C. hyperboreus c3 l [mm] (Average)
bio,biomass,C. hyperboreus c4 C [mg/m**3] (Average)
bio,biomass,C. hyperboreus c4 l [mm] (Average)
bio,biomass,C. hyperboreus c5 C [mg/m**3] (Average)
bio,biomass,C. hyperboreus c5 l [mm] (Average)
bio,biomass,C. hyperboreus f C [mg/m**3] (Average)
bio,biomass,C. hyperboreus f l [mm] (Average)
bio,biomass,C. hyperboreus f l [mm] (exp. 1)
bio,biomass,C. hyperboreus f l [mm] (exp. 2)
bio,biomass,C. hyperboreus m C [mg/m**3] (Average)
bio,biomass,C. hyperboreus m l [mm] (Average)
bio,biomass,C. islandica [#/m**2]
bio,biomass,C. islandica [#]
bio,biomass,C. islandica [g/m**2]
bio,biomass,C. laevigata [%]
bio,biomass,C. laevis [#]
bio,biomass,C. laevis [%]
bio,biomass,C. larvula [%]
bio,biomass,C. limacina [#/m**3]
bio,biomass,C. limacina larv l [mm] (Average)
bio,biomass,C. lineata [#/m**2]
bio,biomass,C. lineata [g/m**2]
bio,biomass,C. lobatulus [%]
bio,biomass,C. lupus familiaris [#]
bio,biomass,C. macloviana [%]
bio,biomass,C. nardina [%]
bio,biomass,C. obtusifrons c l [mm] (Average)
bio,biomass,C. obtusifrons f l [mm]
bio,biomass,C. obtusifrons m l [mm] (Average)
bio,biomass,C. oolina [%]
bio,biomass,C. pagurus [#/m**2]
bio,biomass,C. pagurus [#]
bio,biomass,C. papposus [#/m**2]
bio,biomass,C. papposus std dev [±]
bio,biomass,C. proboscidea [#/m**2]
bio,biomass,C. proboscidea std dev [±]
bio,biomass,C. refulgens [%]
bio,biomass,C. regelii [%]
bio,biomass,C. reniforme [%]
bio,biomass,C. robertsonianus [%]
bio,biomass,C. rupestris [%]
bio,biomass,C. septentrionalis [#/m**2]
bio,biomass,C. septentrionalis [g/m**2]
bio,biomass,C. setosa [#]
bio,biomass,C. setosa [%]
bio,biomass,C. spirillum [#/m**2]
bio,biomass,C. spirillum [g/m**2]
bio,biomass,C. striolatus [#] (dead)
bio,biomass,C. striolatus [#] (live)
bio,biomass,C. subglobosa [%]
bio,biomass,C. subglobosum [%]
bio,biomass,C. uniflora [%]
bio,biomass,Calanoida - AF [ind/m3]
bio,biomass,Calanoida - AM [ind/m3]
bio,biomass,Calanoida - CV [ind/m3]
bio,biomass,Calanoida [ind/m3]
bio,biomass,Calanoida indet. A. clausi [ind/m3]
bio,biomass,Calanoida indet. [ind/m3]
bio,biomass,Calanoida spp. c l [mm]
bio,biomass,Calanoida spp. f l [mm] (Average)
bio,biomass,Calanus finmarchicus (AF) [ind/m3]
bio,biomass,Calanus finmarchicus (AM) [ind/m3]
bio,biomass,Calanus finmarchicus (CI) [ind/m3]
bio,biomass,Calanus finmarchicus (CII) [ind/m3]
bio,biomass,Calanus finmarchicus (CIII) [ind/m3]
bio,biomass,Calanus finmarchicus (CIV) [ind/m3]
bio,biomass,Calanus finmarchicus (CV) [ind/m3]
bio,biomass,Calanus finmarchicus - AF [cells/dm2]
bio,biomass,Calanus finmarchicus - AF [ind/m3]
bio,biomass,Calanus finmarchicus - AF/AM [ind/m3]
bio,biomass,Calanus finmarchicus - AM [cells/dm2]
bio,biomass,Calanus finmarchicus - AM [ind/m3]
bio,biomass,Calanus finmarchicus - CI [ind/m3]
bio,biomass,Calanus finmarchicus - CI-CIII [cells/dm2]
bio,biomass,Calanus finmarchicus - CI-CIII [ind/m3]
bio,biomass,Calanus finmarchicus - CII [ind/m3]
bio,biomass,Calanus finmarchicus - CIII [ind/m3]
bio,biomass,Calanus finmarchicus - CIV [ind/m3]
bio,biomass,Calanus finmarchicus - CIV-CV [cells/dm2]
bio,biomass,Calanus finmarchicus - CIV-CV [ind/m3]
bio,biomass,Calanus finmarchicus - CV [ind/m3]
bio,biomass,Calanus glacialis (AF) [ind/m3]
bio,biomass,Calanus glacialis (AM) [ind/m3]
bio,biomass,Calanus glacialis (CI) [ind/m3]
bio,biomass,Calanus glacialis (CII) [ind/m3]
bio,biomass,Calanus glacialis (CIII) [ind/m3]
bio,biomass,Calanus glacialis (CIV) [ind/m3]
bio,biomass,Calanus glacialis (CV) [ind/m3]
bio,biomass,Calanus glacialis - AF [cells/dm2]
bio,biomass,Calanus glacialis - AF [ind/m3]
bio,biomass,Calanus glacialis - AF/AM [ind/m2]
bio,biomass,Calanus glacialis - AF/AM [ind/m3]
bio,biomass,Calanus glacialis - AM [cells/dm2]
bio,biomass,Calanus glacialis - AM [ind/m3]
bio,biomass,Calanus glacialis - CI [ind/m3]
bio,biomass,Calanus glacialis - CI-CIII [cells/dm2]
bio,biomass,Calanus glacialis - CI-CIII [ind/m3]
bio,biomass,Calanus glacialis - CII [ind/m3]
bio,biomass,Calanus glacialis - CIII [ind/m3]
bio,biomass,Calanus glacialis - CIV [ind/m3]
bio,biomass,Calanus glacialis - CIV-CV [cells/dm2]
bio,biomass,Calanus glacialis - CIV-CV [ind/m3]
bio,biomass,Calanus glacialis - CV [ind/m3]
bio,biomass,Calanus hyperboreus (AF) [ind/m3]
bio,biomass,Calanus hyperboreus (AM) [ind/m3]
bio,biomass,Calanus hyperboreus (CI) [ind/m3]
bio,biomass,Calanus hyperboreus (CII) [ind/m3]
bio,biomass,Calanus hyperboreus (CIII) [ind/m3]
bio,biomass,Calanus hyperboreus (CIV) [ind/m3]
bio,biomass,Calanus hyperboreus (CV) [ind/m3]
bio,biomass,Calanus hyperboreus - AF [cells/dm2]
bio,biomass,Calanus hyperboreus - AF [ind/m3]
bio,biomass,Calanus hyperboreus - AF/AM [ind/m3]
bio,biomass,Calanus hyperboreus - AM [ind/m3]
bio,biomass,Calanus hyperboreus - CI [ind/m3]
bio,biomass,Calanus hyperboreus - CI-CIII [cells/dm2]
bio,biomass,Calanus hyperboreus - CI-CIII [ind/m3]
bio,biomass,Calanus hyperboreus - CII [ind/m3]
bio,biomass,Calanus hyperboreus - CIII [ind/m3]
bio,biomass,Calanus hyperboreus - CIV [ind/m3]
bio,biomass,Calanus hyperboreus - CIV-CV [cells/dm2]
bio,biomass,Calanus hyperboreus - CIV-CV [ind/m2]
bio,biomass,Calanus hyperboreus - CIV-CV [ind/m3]
bio,biomass,Calanus hyperboreus - CV [ind/m3]
bio,biomass,Calanus sp. f [#/m**3]
bio,biomass,Calanus spp. - AM [ind/m3]
bio,biomass,Calanus spp. [ind/m3]
bio,biomass,Calanus spp. c1 C [mg/m**3] (Average)
bio,biomass,Calanus spp. c1 [#/m**3]
bio,biomass,Calanus spp. c1 l [mm] (Average)
bio,biomass,Calanus spp. c2 C [mg/m**3] (Average)
bio,biomass,Calanus spp. c2 [#/m**3]
bio,biomass,Calanus spp. c2 l [mm] (Average)
bio,biomass,Calanus spp. c3 C [mg/m**3] (Average)
bio,biomass,Calanus spp. c3 [#/m**3]
bio,biomass,Calanus spp. c3 l [mm] (Average)
bio,biomass,Calanus spp. c4 C [mg/m**3] (Average)
bio,biomass,Calanus spp. c4 [#/m**3]
bio,biomass,Calanus spp. c4 l [mm] (Average)
bio,biomass,Calanus spp. c5 [#/m**3]
bio,biomass,Calanus spp. naup C [mg/m**3] (Average)
bio,biomass,Calanus spp. naup l [mm] (Average)
bio,biomass,Calcarius lapponicus eggs laid [n]
bio,biomass,Calidris alba eggs hatched [n]
bio,biomass,Calidris alba eggs laid [n]
bio,biomass,Calidris alpina eggs hatched [n]
bio,biomass,Calidris alpina eggs laid [n]
bio,biomass,Calidris canutus eggs hatched [n]
bio,biomass,Calidris canutus eggs laid [n]
bio,biomass,Calidris maritima [n]
bio,biomass,Calidris melanotos eggs hatched [n]
bio,biomass,Calidris melanotos eggs laid [n]
bio,biomass,Caloneis spp. [% total]
bio,biomass,Candelabrum sp. [#/m**2]
bio,biomass,Candelabrum sp. [#]
bio,biomass,Caprella sp. [#]
bio,biomass,Caprellidae sp. [#/m**2]
bio,biomass,Caprellidae sp. cov [%]
bio,biomass,Carex spp. [%]
bio,biomass,Catablema vesicarium [ind/m3]
bio,biomass,Catenula spp. [% total]
bio,biomass,Cell non det. 7 domek [cells/l]
bio,biomass,Centrales [% total]
bio,biomass,Centric diatoms not det. [%]
bio,biomass,Centric diatoms not determined [%]
bio,biomass,Centricae [%]
bio,biomass,Cephalopoda [ind/m3]
bio,biomass,Cepphus grylle [n]
bio,biomass,Ceramium sp. [biomass (g)]
bio,biomass,Ceratium arcticum [%]
bio,biomass,Ceratium bucefalum [%]
bio,biomass,Ceratium bucephalum [%]
bio,biomass,Ceratium furca [%]
bio,biomass,Ceratium fusus [%]
bio,biomass,Ceratium horridum [%]
bio,biomass,Ceratium lineatum [%]
bio,biomass,Ceratium longipes [%]
bio,biomass,Ceratium sp [%]
bio,biomass,Ceratium sp. [%]
bio,biomass,Ceratoneis closterium [cells/l]
bio,biomass,Ceratulina sp. [%]
bio,biomass,Cetacea [n]
bio,biomass,Chaetoceros affinis [%]
bio,biomass,Chaetoceros affinis var. willei [%]
bio,biomass,Chaetoceros atlanticus [% total]
bio,biomass,Chaetoceros atlanticus [%]
bio,biomass,Chaetoceros borealis [%]
bio,biomass,Chaetoceros cf convolutus [%]
bio,biomass,Chaetoceros cf curvisetus [%]
bio,biomass,Chaetoceros cf diadema [%]
bio,biomass,Chaetoceros cf eibenii [%]
bio,biomass,Chaetoceros cf socialis [%]
bio,biomass,Chaetoceros concavicornis [% total]
bio,biomass,Chaetoceros concavicornis [%]
bio,biomass,Chaetoceros contortus [% total]
bio,biomass,Chaetoceros convolutus [% total]
bio,biomass,Chaetoceros convolutus [%]
bio,biomass,Chaetoceros costatus [%]
bio,biomass,Chaetoceros curvisetus [%]
bio,biomass,Chaetoceros danicus [%]
bio,biomass,Chaetoceros debilis [%]
bio,biomass,Chaetoceros decipiens [% total]
bio,biomass,Chaetoceros decipiens [%]
bio,biomass,Chaetoceros diadema [% total]
bio,biomass,Chaetoceros diadema [%]
bio,biomass,Chaetoceros didyma [%]
bio,biomass,Chaetoceros didymus [%]
bio,biomass,Chaetoceros eibenii [%]
bio,biomass,Chaetoceros fallax [%]
bio,biomass,Chaetoceros fragilis [% total]
bio,biomass,Chaetoceros furcellatus [%]
bio,biomass,Chaetoceros furcillatus [% total]
bio,biomass,Chaetoceros gelidus [% total]
bio,biomass,Chaetoceros holsaticus [% total]
bio,biomass,Chaetoceros ingolfianus [% total]
bio,biomass,Chaetoceros mitra [%]
bio,biomass,Chaetoceros neogracilis [% total]
bio,biomass,Chaetoceros nordenskioeldii [%]
bio,biomass,Chaetoceros simplex [% total]
bio,biomass,Chaetoceros simplex [%]
bio,biomass,Chaetoceros simplex [cells/l]
bio,biomass,Chaetoceros simplex cyst [cells/l]
bio,biomass,Chaetoceros socialis [%]
bio,biomass,Chaetoceros sp [%]
bio,biomass,Chaetoceros sp. [%]
bio,biomass,Chaetoceros spp. C [µg/l]
bio,biomass,Chaetoceros spp. [% total]
bio,biomass,Chaetoceros spp. std dev [±]
bio,biomass,Chaetoceros subtilis [%]
bio,biomass,Chaetoceros tenuissimus [% total]
bio,biomass,Chaetoceros weissflogii [%]
bio,biomass,Chaetoceros wighamii [%]
bio,biomass,Chaetognatha - juvenile [ind/m3]
bio,biomass,Chaetognatha [cells/dm2]
bio,biomass,Chaetognatha [ind/m3]
bio,biomass,Chaetognatha; 1 lt [ind/m3]
bio,biomass,Charadrius hiaticula eggs hatched [n]
bio,biomass,Charadrius hiaticula eggs laid [n]
bio,biomass,Chetoceros decipiens [%]
bio,biomass,Chiridius obtusifrons - AF [ind/m3]
bio,biomass,Chiridius obtusifrons - AM [ind/m3]
bio,biomass,Chiridius obtusifrons - CIV [ind/m3]
bio,biomass,Chiridius obtusifrons - CV [ind/m3]
bio,biomass,Chiridius obtusifrons [ind/m3]
bio,biomass,Chironomus spp. [%]
bio,biomass,Chlamydamonas sp. [%]
bio,biomass,Chlamydomonas nivalis [% total]
bio,biomass,Chlamydomonas sp. [cells/l]
bio,biomass,Chlamys [g]
bio,biomass,Chlamys islandica [g]
bio,biomass,Chlorophyceae [% total]
bio,biomass,Chlorophyceae non det. [cells/l]
bio,biomass,Choanoflagellatea [% total]
bio,biomass,Choanoflagellida non det. [cells/l]
bio,biomass,Choreotrichia [% total]
bio,biomass,Chrysochromulina sp. [cells/l]
bio,biomass,Chrysophyceae [% total]
bio,biomass,Cibicidoides spp. δ13C [‰ PDB]
bio,biomass,Cibicidoides spp. δ18O [‰ PDB]
bio,biomass,Ciliata [%]
bio,biomass,Ciliata not det. [%]
bio,biomass,Ciliata sp. [%]
bio,biomass,Ciliatocardium ciliatum [g]
bio,biomass,Ciliophora [% total]
bio,biomass,Ciliophora non det Non det. 30-40um [cells/l]
bio,biomass,Ciliophora non det Non det. 40-50um [cells/l]
bio,biomass,Ciliophora non det Non det. 50-60um [cells/l]
bio,biomass,Ciliophora non det Non det. 70-80um [cells/l]
bio,biomass,Ciliophora non det [cells/l]
bio,biomass,Ciliophora sp [%]
bio,biomass,Cirripedia (cypris) [ind/m3]
bio,biomass,Cirripedia (nauplii) [ind/m3]
bio,biomass,Cirripedia - cypris [ind/m3]
bio,biomass,Cirripedia - facetotecta [ind/m3]
bio,biomass,Cirripedia - juvenile [ind/m3]
bio,biomass,Cirripedia - larvae [cells/dm2]
bio,biomass,Cirripedia - larvae [ind/m3]
bio,biomass,Cirripedia - nauplii [ind/m3]
bio,biomass,Cirripedia - parasitic nauplii [ind/m3]
bio,biomass,Cirripedia - settling juvenile [ind/m3]
bio,biomass,Cirripedia [g]
bio,biomass,Cladophora rupestris [biomass (g)]
bio,biomass,Clangula hyemalis [n]
bio,biomass,Clangula hyemalis eggs hatched [n]
bio,biomass,Clangula hyemalis eggs laid [n]
bio,biomass,Clione limacina (veliger) [ind/m3]
bio,biomass,Clione limacina - adult [ind/m3]
bio,biomass,Clione limacina - juvenile [ind/m3]
bio,biomass,Clione limacina - larvae polytrochous [ind/m3]
bio,biomass,Clione limacina - veliger [ind/m3]
bio,biomass,Clione limacina [cells/dm2]
bio,biomass,Clione limacina [ind/m2]
bio,biomass,Clione limacina [ind/m3]
bio,biomass,Clione limacina; 5 gte [ind/m3]
bio,biomass,Clione limacina; 5 lt [ind/m3]
bio,biomass,Clupea harengus 1 year old [n]
bio,biomass,Clupea harengus 2 year old [n]
bio,biomass,Clupea harengus 3 year old [n]
bio,biomass,Clupea harengus [kg]
bio,biomass,Coccolithales  Non det. 5-10um [cells/l]
bio,biomass,Coccolithales  non.det [cells/l]
bio,biomass,Coccolithales [% total]
bio,biomass,Coccolithus pelagicus [cells/l]
bio,biomass,Cocconeis costata [%]
bio,biomass,Cocconeis scutellum [% total]
bio,biomass,Cocconeis scutellum [%]
bio,biomass,Cocconeis sp. [%]
bio,biomass,Cocconeis spp. [% total]
bio,biomass,Cochlodinium  sp. [cells/l]
bio,biomass,Cochlodinium spp. [% total]
bio,biomass,Coconeis sp. [%]
bio,biomass,Commation  sp. [cells/l]
bio,biomass,Conticribra weissflogii [% total]
bio,biomass,Copepoda (nauplii) [ind/m3]
bio,biomass,Copepoda - egg with membrane [ind/m3]
bio,biomass,Copepoda - egg without membrane [ind/m3]
bio,biomass,Copepoda - nauplii I [ind/m3]
bio,biomass,Copepoda - nauplii II [ind/m3]
bio,biomass,Copepoda - nauplii III [ind/m3]
bio,biomass,Copepoda - nauplii IV [ind/m3]
bio,biomass,Copepoda - nauplii V [ind/m3]
bio,biomass,Copepoda - nauplii VI [ind/m3]
bio,biomass,Copepoda - nauplii [cells/dm2]
bio,biomass,Copepoda - nauplii [ind/m3]
bio,biomass,Copepoda - ova [ind/m3]
bio,biomass,Copepoda [ind/m3]
bio,biomass,Copepoda indet. [ind/m3]
bio,biomass,Corethron hystix [%]
bio,biomass,Corethron hystrix [%]
bio,biomass,Corvus corax [n]
bio,biomass,Coscinodiscus centralis [%]
bio,biomass,Coscinodiscus granii [%]
bio,biomass,Coscinodiscus oculus-iridis [% total]
bio,biomass,Coscinodiscus sp [%]
bio,biomass,Coscinodiscus sp. [%]
bio,biomass,Cosmioneis pusilla [% total]
bio,biomass,Coxiella helix [%]
bio,biomass,Craspedopleura kryophila [% total]
bio,biomass,Crisia sp. [#/m**2]
bio,biomass,Crisia sp. [g/m**2]
bio,biomass,Cryocystis brevispina [% total]
bio,biomass,Cryptomonas [%]
bio,biomass,Cryptomonas sp. [%]
bio,biomass,Cryptomonas spp. [% total]
bio,biomass,Cryptonatica affinis [g]
bio,biomass,Cryptophyceae < 10um [cells/l]
bio,biomass,Cryptophyceae > 10um [cells/l]
bio,biomass,Cryptophyceae Non det. [cells/l]
bio,biomass,Cryptophyceae [% total]
bio,biomass,Ctenodiscus crispatus [g]
bio,biomass,Ctenophora (larvae) [ind/m3]
bio,biomass,Ctenophora - larvae [ind/m3]
bio,biomass,Ctenophora [cells/dm2]
bio,biomass,Ctenophora [ind/m3]
bio,biomass,Cumacea [ind/m3]
bio,biomass,Cumacea indet. [ind/m3]
bio,biomass,Cyclocaris guilelmi [ind/m3]
bio,biomass,Cyclopina schneideri [ind/m3]
bio,biomass,Cyclopina schneideri cf. [ind/m3]
bio,biomass,Cyclopina sp. [#/m**3]
bio,biomass,Cyclopoida [cells/dm2]
bio,biomass,Cyclopoida [ind/m3]
bio,biomass,Cyclopoida indet. [ind/m3]
bio,biomass,Cylichna alba [g]
bio,biomass,Cylichna sp. [%]
bio,biomass,Cylindrotheca closterium [% total]
bio,biomass,Cylindrotheca closterium [%]
bio,biomass,Cylindrotheca spp. [% total]
bio,biomass,Cystophora cristata [n]
bio,biomass,D. aculeata [g/m**2]
bio,biomass,D. aculeata biom wm [g/m**2]
bio,biomass,D. arborescens [%]
bio,biomass,D. foeniculaceus [g/m**2]
bio,biomass,D. foeniculaceus biom wm [g/m**2]
bio,biomass,D. frondosus [#/m**2]
bio,biomass,D. frondosus cov [%]
bio,biomass,D. fruticosa [#/m**2]
bio,biomass,D. fruticosa [g/m**2]
bio,biomass,D. guttifera [%]
bio,biomass,D. integrifolia [%]
bio,biomass,D. intorta [%]
bio,biomass,D. ittai [%]
bio,biomass,D. lapponica [%]
bio,biomass,D. leucas [#] (abundance corrected for avail...)
bio,biomass,D. leucas [#] (abundance uncorrected for ava...)
bio,biomass,D. leucas dens [#/km**2] (corrected abundance/km**2)
bio,biomass,D. leucas no. of pods [#] (abundance corrected for avail...)
bio,biomass,D. leucas pod dens [#/km**2] (corrected abundance/km**2)
bio,biomass,D. leucas pod size
bio,biomass,D. norvegica [%]
bio,biomass,D. obelia var. arctica [#/m**2]
bio,biomass,D. obelia var. arctica [g/m**2]
bio,biomass,D. quadrilobata [%]
bio,biomass,D. ramentacea biom wm [g/m**2]
bio,biomass,D. spathulifera [#/m**2]
bio,biomass,D. spathulifera [g/m**2]
bio,biomass,D. typica [#/m**2]
bio,biomass,D. typica [%]
bio,biomass,D. verrucaria [#/m**2]
bio,biomass,D. verrucaria [g/m**2]
bio,biomass,D. viridis [#/m**2]
bio,biomass,D. viridis [g/m**2]
bio,biomass,D. viridis biom wm [g/m**2]
bio,biomass,D. viridis cov [%]
bio,biomass,Dactyliosolen fragilissimus [%]
bio,biomass,Dactyliosolen sp. [%]
bio,biomass,Dajus sp. larv [#/m**2]
bio,biomass,Dajus sp. larv [g/m**2]
bio,biomass,Decapoda (larvae) [ind/m3]
bio,biomass,Decapoda - larvae [cells/dm2]
bio,biomass,Decapoda - larvae [ind/m2]
bio,biomass,Decapoda - larvae [ind/m3]
bio,biomass,Decapoda - zoea [ind/m3]
bio,biomass,Decapoda [ind/m3]
bio,biomass,Decapoda cf. - zoea [ind/m3]
bio,biomass,Decapoda indet. - larvae [ind/m3]
bio,biomass,Decapoda indet. larvae [ind/m3]
bio,biomass,Decapoda sp. [#/m**2]
bio,biomass,Decapoda sp. cov [%]
bio,biomass,Delphinapterus leucas [n]
bio,biomass,Dentalina spp. [%]
bio,biomass,Desmarestia sp. [#/m**2]
bio,biomass,Desmarestia sp. [g/m**2]
bio,biomass,Desmarestia sp. cov [%]
bio,biomass,Detonula confervacea [% total]
bio,biomass,Detonula confervacea [%]
bio,biomass,Detonula confervaceae [%]
bio,biomass,Detonula sp. [%]
bio,biomass,Diacronema lutheri [% total]
bio,biomass,Diastylidae [g]
bio,biomass,Dicranum sp. [%]
bio,biomass,Dicrotendipes spp. [%]
bio,biomass,Dictiocha speculum [%]
bio,biomass,Dictyocha fibula [%]
bio,biomass,Dictyocha specullum [%]
bio,biomass,Dictyocha speculum [%]
bio,biomass,Dictyochophyceae Non det. [cells/l]
bio,biomass,Dictyocysta elegans [%]
bio,biomass,Didinium gargantua [cells/l]
bio,biomass,Didinium nasutum [cells/l]
bio,biomass,Didinium sp. [cells/l]
bio,biomass,Didinium spp. [% total]
bio,biomass,Didynium cf gargantua [%]
bio,biomass,Dimophyes arctica [ind/m2]
bio,biomass,Dimophyes arctica [ind/m3]
bio,biomass,Dinobrion baltica [%]
bio,biomass,Dinobrion balticum [%]
bio,biomass,Dinobrion sp [%]
bio,biomass,Dinobrion sp. [%]
bio,biomass,Dinobryon baltica [%]
bio,biomass,Dinobryon balticum [%]
bio,biomass,Dinobryon balticum [cells/l]
bio,biomass,Dinobryon faculiferum [% total]
bio,biomass,Dinobryon faculiferum [cells/l]
bio,biomass,Dinobryon sp. [cells/l]
bio,biomass,Dinobryon spp. C [µg/l]
bio,biomass,Dinobryon spp. [% total]
bio,biomass,Dinobryon spp. cyst [cells/l]
bio,biomass,Dinobryon spp. std dev [±]
bio,biomass,Dinoflagellata [% total]
bio,biomass,Dinoflagellata not det. [%]
bio,biomass,Dinoflagellata sp [%]
bio,biomass,Dinoflagellatae Non det. [cells/l]
bio,biomass,Dinoflagellatae cyst [cells/l]
bio,biomass,Dinophysis  sp. [cells/l]
